ء	ʔ
أليس	ʔa a l iː s
أليس	ʔa a l iː s
أليف	ʔa a l iː f
أم	ʔa a m
أم	ʔa a m
أم	ʔa a m
أما	ʔa a m aː
أما	ʔa a m aː
أمات	ʔa a m aː t
أمازيغ	ʔa a m aː z iː ɣ
أمازيغي	ʔa a m aː z iː ɣ iː
أمازيغية	ʔa a m aː z iː ɣ iː a
أمال	ʔa a m aː l
أمام	ʔa a m aː m
أمامي	ʔa a m aː m iː
أمان	ʔa a m aː n
أمانة	ʔa a m aː n a
أمدمي	ʔa a m a d a m iː
أمذريان	ʔa a m a ð a r iː aː n
أمراء	ʔa a m a r aː ʔ
أمريكا	ʔa a m a r iː k aː
أمريكة	ʔa a m a r iː k a
أمريكي	ʔa a m a r iː k iː
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمس	ʔa a m a s
أمستردام	ʔa a m a s a t a r a d aː m
أمسك	ʔa a m a s a k
أمسوخ	ʔa a m a s uː x
أمسوخ	ʔa a m a s uː x
أمصوخ	ʔa a m a sˤ uː x
أمصوخ	ʔa a m a sˤ uː x
أمضى	ʔa a m a dˤ aː
أمغر	ʔa a m a ɣ a r
أمغر	ʔa a m a ɣ a r
أمكن	ʔa a m a k a n
أملج	ʔa a m a l a d͡ʒ
أملس	ʔa a m a l a s
أممي	ʔa a m a m iː
أممي	ʔa a m a m iː
أمنى	ʔa a m a n aː
أمهري	ʔa a m a h a r iː
أمهل	ʔa a m a h a l
أمومة	ʔa a m uː m a
أموي	ʔa a m uː iː
أمي	ʔa a m iː
أمي	ʔa a m iː
أميبا	ʔa a m iː b aː
أميبي	ʔa a m iː b iː
أمير	ʔa a m iː r
أميرة	ʔa a m iː r a
أميركي	ʔa a m iː r a k iː
أميل	ʔa a m iː l
أمينة	ʔa a m iː n a
أن	ʔa a n
أن	ʔa a n
أن	ʔa a n
أنأى	ʔa a n a ʔa aː
أنا	ʔa a n aː
أنا	ʔa a n aː
أناء	ʔa a n aː ʔ
أناخ	ʔa a n aː x
أناس	ʔa a n aː s
أناغالس	ʔa a n aː ɣ aː l a s
أناغاليس	ʔa a n aː ɣ aː l iː s
أناغلس	ʔa a n aː ɣ a l a s
أناقة	ʔa a n aː q a
أناني	ʔa a n aː n iː
أنباء	ʔa a n a b aː ʔ
أنباض	ʔa a n a b aː dˤ
أنبج	ʔa a n a b a d͡ʒ
أنبج	ʔa a n a b a d͡ʒ
أنبذ	ʔa a n a b a ð
أنبوب	ʔa a n a b uː b
أنبوبة	ʔa a n a b uː b a
أنبيق	ʔa a n a b iː q
أنت	ʔa a n a t
أنت	ʔa a n a t
أنت	ʔa a n a t
أنتاركتيكا	ʔa a n a t aː r a k a t iː k aː
أنتج	ʔa a n a t a d͡ʒ
أنتم	ʔa a n a t a m
أنتما	ʔa a n a t a m aː
أنتن	ʔa a n a t a n
أنتيكخانة	ʔa a n a t iː k a x aː n a
أنثوي	ʔa a n a θ uː iː
أنثى	ʔa a n a θ aː
أنجدان	ʔa a n a d͡ʒ a d aː n
أنجرة	ʔa a n a d͡ʒ a r a
أنجرة	ʔa a n a d͡ʒ a r a
أنجرة	ʔa a n a d͡ʒ a r a
أنجم	ʔa a n a d͡ʒ a m
أنجوج	ʔa a n a d͡ʒ uː d͡ʒ
أنجى	ʔa a n a d͡ʒ aː
أندر	ʔa a n a d a r
أندر	ʔa a n a d a r
أندراوس	ʔa a n a d a r aː uː s
أندلسي	ʔa a n a d a l a s iː
أندورا	ʔa a n a d uː r aː
أنزروت	ʔa a n a z a r uː t
أنزع	ʔa a n a z a ʕ
أنزل	ʔa a n a z a l
أنسجة	ʔa a n a s a d͡ʒ a
أنسون	ʔa a n a s uː n
أنسى	ʔa a n a s aː
أنصح	ʔa a n a sˤ a ħ
أنصف	ʔa a n a sˤ a f
أنضب	ʔa a n a dˤ a b
أنضج	ʔa a n a dˤ a d͡ʒ
أنطاكية	ʔa a n a tˤ aː k iː a
أنطاكية	ʔa a n a tˤ aː k iː a
أنطاليا	ʔa a n a tˤ aː l iː aː
أنطالية	ʔa a n a tˤ aː l iː a
أنطلياس	ʔa a n a tˤ a l iː aː s
أنطى	ʔa a n a tˤ aː
أنعت	ʔa a n a ʕ a t
أنعل	ʔa a n a ʕ a l
أنعم	ʔa a n a ʕ a m
أنعم	ʔa a n a ʕ a m
أنعم	ʔa a n a ʕ a m
أنغولا	ʔa a n a ɣ uː l aː
أنغولا	ʔa a n a ɣ uː l aː
أنف	ʔa a n a f
أنف	ʔa a n a f
أنف	ʔa a n a f
أنف	ʔa a n a f
أنفاق	ʔa a n a f aː q
أنفحة	ʔa a n a f a ħ a
أنفق	ʔa a n a f a q
أنقذ	ʔa a n a q a ð
أنقرة	ʔa a n a q a r a
أنقرديا	ʔa a n a q a r a d iː aː
أنقرديا	ʔa a n a q a r a d iː aː
أنقض	ʔa a n a q a dˤ
أنقض	ʔa a n a q a dˤ
أنقليس	ʔa a n a q a l iː s
أنقليس	ʔa a n a q a l iː s
أنكر	ʔa a n a k a r
أنما	ʔa a n a m aː
أنمش	ʔa a n a m a ʃ
أنمص	ʔa a n a m a sˤ
أنملة	ʔa a n a m a l a
أنموذج	ʔa a n a m uː ð a d͡ʒ
أنهار	ʔa a n a h aː r
أنهك	ʔa a n a h a k
أنهى	ʔa a n a h aː
أنوار	ʔa a n uː aː r
أنواط	ʔa a n uː aː tˤ
أنواع	ʔa a n uː aː ʕ
أنور	ʔa a n uː r
أنوق	ʔa a n uː q
أنيس	ʔa a n iː s
أنيسون	ʔa a n iː s uː n
أنيون	ʔa a n iː uː n
أهاج	ʔa a h aː d͡ʒ
أهبة	ʔa a h a b a
أهداب	ʔa a h a d aː b
أهدب	ʔa a h a d a b
أهدب	ʔa a h a d a b
أهدى	ʔa a h a d aː
أهر	ʔa a h a r
أهر	ʔa a h a r
أهلا	ʔa a h a l aː
أهلة	ʔa a h a l a
أهلي	ʔa a h a l iː
أهلية	ʔa a h a l iː a
أهمية	ʔa a h a m iː a
أهوج	ʔa a h uː d͡ʒ
أهول	ʔa a h uː l
أهيف	ʔa a h iː f
أو	ʔa uː
أوان	ʔa uː aː n
أوبئة	ʔa uː b a ʔi a
أوبرا	ʔa uː b a r aː
أوبرا	ʔa uː b a r aː
أوبريت	ʔa uː b a r iː t
أوتاد	ʔa uː t aː d
أوتاوا	ʔa uː t aː uː aː
أوتوستراد	ʔa uː t uː s a t a r aː d
أوتوستراد	ʔa uː t uː s a t a r aː d
أوتوماتيكي	ʔa uː t uː m aː t iː k iː
أوتيل	ʔa uː t iː l
أوج	ʔa uː d͡ʒ
أوجب	ʔa uː d͡ʒ a b
أوجب	ʔa uː d͡ʒ a b
أوجد	ʔa uː d͡ʒ a d
أوجد	ʔa uː d͡ʒ a d
أوجد	ʔa uː d͡ʒ a d
أوجد	ʔa uː d͡ʒ a d
أوجز	ʔa uː d͡ʒ a z
أوجس	ʔa uː d͡ʒ a s
أوجع	ʔa uː d͡ʒ a ʕ
أوحال	ʔa uː ħ aː l
أوحد	ʔa uː ħ a d
أوحل	ʔa uː ħ a l
أودى	ʔa uː d aː
أور	ʔa uː r
أوراق	ʔa uː r aː q
أورانوس	ʔa uː r aː n uː s
أورانيا	ʔa uː r aː n iː aː
أورانيوم	ʔa uː r aː n iː uː m
أوربة	ʔa uː r a b a
أوربي	ʔa uː r a b iː
أورشليم	ʔa uː r a ʃ a l iː m
أوركسترا	ʔa uː r a k a s a t a r aː
أورنكزيب	ʔa uː r a n a k a z iː b
أوروبا	ʔa uː r uː b aː
أوروبة	ʔa uː r uː b a
أوروبي	ʔa uː r uː b iː
أوروغواي	ʔa uː r uː ɣ uː aː iː
أورى	ʔa uː r aː
أوريغون	ʔa uː r iː ɣ uː n
أوريغون	ʔa uː r iː ɣ uː n
أوريغون	ʔa uː r iː ɣ uː n
أوزار	ʔa uː z aː r
أوزبكستان	ʔa uː z a b a k a s a t aː n
أوزبكستان	ʔa uː z a b a k a s a t aː n
أوساكا	ʔa uː s aː k aː
أوشك	ʔa uː ʃ a k
أوصى	ʔa uː sˤ aː
أوضح	ʔa uː dˤ a ħ
أوعية	ʔa uː ʕ iː a
أوغندا	ʔa uː ɣ a n a d aː
أوقد	ʔa uː q a d
أوقف	ʔa uː q a f
أوقيانوسيا	ʔa uː q iː aː n uː s iː aː
أوقية	ʔa uː q iː a
أوقية	ʔa uː q iː a
أوكراني	ʔa uː k a r aː n iː
أوكرانيا	ʔa uː k a r aː n iː aː
أوكلاهوما	ʔa uː k a l aː h uː m aː
أوكلاهوما	ʔa uː k a l aː h uː m aː
أوكيناوا	ʔa uː k iː n aː uː aː
أول	ʔa uː l
أولئك	ʔa uː l a ʔi a k
أولا	ʔa uː l aː
أولاد	ʔa uː l aː d
أولمبي	ʔa uː l a m a b iː
أولو	ʔa uː l uː
أولوية	ʔa uː l uː iː a
أولى	ʔa uː l aː
أولى	ʔa uː l aː
أولى	ʔa uː l aː
أولي	ʔa uː l iː
أولي	ʔa uː l iː
أولياء	ʔa uː l iː aː ʔ
أونتاريو	ʔa uː n a t aː r iː uː
أونسة	ʔa uː n a s a
أونصة	ʔa uː n a sˤ a
أويغور	ʔa uː iː ɣ uː r
أويغورستان	ʔa uː iː ɣ uː r a s a t aː n
أي	ʔa iː
أي	ʔa iː
أياد	ʔa iː aː d
أيام	ʔa iː aː m
أية	ʔa iː a
أيدع	ʔa iː d a ʕ
أيرلندا	ʔa iː r a l a n a d aː
أيش	ʔa iː ʃ
أيقاظ	ʔa iː q aː ðˤ
أيقظ	ʔa iː q a ðˤ
أيقن	ʔa iː q a n
أيل	ʔa iː l
أيل	ʔa iː l
أيل	ʔa iː l
أيلول	ʔa iː l uː l
أيمان	ʔa iː m aː n
أين	ʔa iː n
أين	ʔa iː n
أين	ʔa iː n
أيهقان	ʔa iː h a q aː n
أيهقان	ʔa iː h a q aː n
أيوب	ʔa iː uː b
أيوب	ʔa iː uː b
أيوبي	ʔa iː uː b iː
أيون	ʔa iː uː n
ؤ	ʔu
ؤ	ʔu
إ	ʔi
إباءة	ʔi a b aː ʔ a
إباحة	ʔi a b aː ħ a
إباحي	ʔi a b aː ħ iː
إباحية	ʔi a b aː ħ iː a
إبادة	ʔi a b aː d a
إباضية	ʔi a b aː dˤ iː a
إبالة	ʔi a b aː l a
إبالة	ʔi a b aː l a
إبان	ʔi a b aː n
إبان	ʔi a b aː n
إبتات	ʔi a b a t aː t
إبجال	ʔi a b a d͡ʒ aː l
إبداع	ʔi a b a d aː ʕ
إبداعي	ʔi a b a d aː ʕ iː
إبراز	ʔi a b a r aː z
إبراهيم	ʔi a b a r aː h iː m
إبرة	ʔi a b a r a
إبريز	ʔi a b a r iː z
إبريسم	ʔi a b a r iː s a m
إبريق	ʔi a b a r iː q
إبريق	ʔi a b a r iː q
إبريل	ʔi a b a r iː l
إبزيم	ʔi a b a z iː m
إبصار	ʔi a b a sˤ aː r
إبط	ʔi a b a tˤ
إبطاء	ʔi a b a tˤ aː ʔ
إبطال	ʔi a b a tˤ aː l
إبعاد	ʔi a b a ʕ aː d
إبل	ʔi a b a l
إبليز	ʔi a b a l iː z
إبليس	ʔi a b a l iː s
إبليسي	ʔi a b a l iː s iː
إبيقوري	ʔi a b iː q uː r iː
إتاحة	ʔi a t aː ħ a
إتاوة	ʔi a t aː uː a
إتقان	ʔi a t a q aː n
إتلاف	ʔi a t a l aː f
إثبات	ʔi a θ a b aː t
إثم	ʔi a θ a m
إثم	ʔi a θ a m
إثم	ʔi a θ a m
إثمار	ʔi a θ a m aː r
إثمد	ʔi a θ a m a d
إثيوبيا	ʔi a θ iː uː b iː aː
إجار	ʔi a d͡ʒ aː r
إجازة	ʔi a d͡ʒ aː z a
إجاص	ʔi a d͡ʒ aː sˤ
إجاصة	ʔi a d͡ʒ aː sˤ a
إجانة	ʔi a d͡ʒ aː n a
إجبار	ʔi a d͡ʒ a b aː r
إجباري	ʔi a d͡ʒ a b aː r iː
إجماع	ʔi a d͡ʒ a m aː ʕ
إجمالي	ʔi a d͡ʒ a m aː l iː
إجهاض	ʔi a d͡ʒ a h aː dˤ
إحارة	ʔi a ħ aː r a
إحاطة	ʔi a ħ aː tˤ a
إحدى	ʔi a ħ a d aː
إحراز	ʔi a ħ a r aː z
إحساس	ʔi a ħ a s aː s
إحسان	ʔi a ħ a s aː n
إحصاء	ʔi a ħ a sˤ aː ʔ
إحصائي	ʔi a ħ a sˤ aː ʔi iː
إحضار	ʔi a ħ a dˤ aː r
إحليل	ʔi a ħ a l iː l
إحليلي	ʔi a ħ a l iː l iː
إخصاب	ʔi a x a sˤ aː b
إخطاء	ʔi a x a tˤ aː ʔ
إخطار	ʔi a x a tˤ aː r
إخفاء	ʔi a x a f aː ʔ
إخوة	ʔi a x uː a
إدارة	ʔi a d aː r a
إداري	ʔi a d aː r iː
إدحية	ʔi a d a ħ iː a
إدرار	ʔi a d a r aː r
إدراك	ʔi a d a r aː k
إدريس	ʔi a d a r iː s
إدريس	ʔi a d a r iː s
إدلب	ʔi a d a l a b
إدمان	ʔi a d a m aː n
إدهاش	ʔi a d a h aː ʃ
إذ	ʔi a ð
إذا	ʔi a ð aː
إذا	ʔi a ð aː
إذاعة	ʔi a ð aː ʕ a
إذخر	ʔi a ð a x a r
إذعان	ʔi a ð a ʕ aː n
إذلال	ʔi a ð a l aː l
إذما	ʔi a ð a m aː
إذهاب	ʔi a ð a h aː b
إرادي	ʔi a r aː d iː
إربيان	ʔi a r a b iː aː n
إرتريا	ʔi a r a t a r iː aː
إرث	ʔi a r a θ
إردب	ʔi a r a d a b
إردب	ʔi a r a d a b
إرزاز	ʔi a r a z aː z
إرزيز	ʔi a r a z iː z
إرسال	ʔi a r a s aː l
إرضاع	ʔi a r a dˤ aː ʕ
إرعاد	ʔi a r a ʕ aː d
إرغام	ʔi a r a ɣ aː m
إرهاب	ʔi a r a h aː b
إرهابي	ʔi a r a h aː b iː
إرهاق	ʔi a r a h aː q
إريتريا	ʔi a r iː t a r iː aː
إريس	ʔi a r iː s
إزاء	ʔi a z aː ʔ
إزاحة	ʔi a z aː ħ a
إزار	ʔi a z aː r
إزالة	ʔi a z aː l a
إزعاج	ʔi a z a ʕ aː d͡ʒ
إزميل	ʔi a z a m iː l
إسبانيا	ʔi a s a b aː n iː aː
إسبانية	ʔi a s a b aː n iː a
إسبرانتو	ʔi a s a b a r aː n a t uː
إسبرطة	ʔi a s a b a r a tˤ a
إسبرطة	ʔi a s a b a r a tˤ a
إسبغول	ʔi a s a b a ɣ uː l
إستاد	ʔi a s a t aː d
إستار	ʔi a s a t aː r
إستبرق	ʔi a s a t a b a r a q
إستجة	ʔi a s a t a d͡ʒ a
إستديو	ʔi a s a t a d iː uː
إستوديو	ʔi a s a t uː d iː uː
إستوكهولم	ʔi a s a t uː k a h uː l a m
إستوكهولم	ʔi a s a t uː k a h uː l a m
إستونيا	ʔi a s a t uː n iː aː
إسحاق	ʔi a s a ħ aː q
إسخاط	ʔi a s a x aː tˤ
إسرائيل	ʔi a s a r aː ʔi iː l
إسرائيلي	ʔi a s a r aː ʔi iː l iː
إسراف	ʔi a s a r aː f
إسرنج	ʔi a s a r a n a d͡ʒ
إسطبل	ʔi a s a tˤ a b a l
إسطرك	ʔi a s a tˤ a r a k
إسطنبول	ʔi a s a tˤ a n a b uː l
إسفنج	ʔi a s a f a n a d͡ʒ
إسفنجيات	ʔi a s a f a n a d͡ʒ iː aː t
إسفنط	ʔi a s a f a n a tˤ
إسفنط	ʔi a s a f a n a tˤ
إسفيدباج	ʔi a s a f iː d a b aː d͡ʒ
إسقربوط	ʔi a s a q a r a b uː tˤ
إسقنقور	ʔi a s a q a n a q uː r
إسكاف	ʔi a s a k aː f
إسكان	ʔi a s a k aː n
إسكتلندا	ʔi a s a k a t a l a n a d aː
إسكتلندي	ʔi a s a k a t a l a n a d iː
إسكندراني	ʔi a s a k a n a d a r aː n iː
إسلام	ʔi a s a l aː m
إسلامية	ʔi a s a l aː m iː a
إسليح	ʔi a s a l iː ħ
إسماعيل	ʔi a s a m aː ʕ iː l
إسماعيل	ʔi a s a m aː ʕ iː l
إسماعيل	ʔi a s a m aː ʕ iː l
إسماعيلي	ʔi a s a m aː ʕ iː l iː
إسناد	ʔi a s a n aː d
إسهال	ʔi a s a h aː l
إسواتيني	ʔi a s uː aː t iː n iː
إسوة	ʔi a s uː a
إشبيلية	ʔi a ʃ a b iː l iː a
إشبيلية	ʔi a ʃ a b iː l iː a
إشبيلية	ʔi a ʃ a b iː l iː a
إشبين	ʔi a ʃ a b iː n
إشبينة	ʔi a ʃ a b iː n a
إشراف	ʔi a ʃ a r aː f
إشعاعي	ʔi a ʃ a ʕ aː ʕ iː
إشغال	ʔi a ʃ a ɣ aː l
إشفى	ʔi a ʃ a f aː
إشكال	ʔi a ʃ a k aː l
إشكالية	ʔi a ʃ a k aː l iː a
إشهار	ʔi a ʃ a h aː r
إصابة	ʔi a sˤ aː b a
إصبع	ʔi a sˤ a b a ʕ
إصدار	ʔi a sˤ a d aː r
إصرار	ʔi a sˤ a r aː r
إصطبل	ʔi a sˤ a tˤ a b a l
إصطرك	ʔi a sˤ a tˤ a r a k
إصغاء	ʔi a sˤ a ɣ aː ʔ
إصغار	ʔi a sˤ a ɣ aː r
إصقنقور	ʔi a sˤ a q a n a q uː r
إصلاء	ʔi a sˤ a l aː ʔ
إضاعة	ʔi a dˤ aː ʕ a
إضافة	ʔi a dˤ aː f a
إضافي	ʔi a dˤ aː f iː
إضعاف	ʔi a dˤ a ʕ aː f
إطار	ʔi a tˤ aː r
إطالية	ʔi a tˤ aː l iː a
إطراء	ʔi a tˤ a r aː ʔ
إطرية	ʔi a tˤ a r iː a
إطريفل	ʔi a tˤ a r iː f a l
إطفاء	ʔi a tˤ a f aː ʔ
إطفائي	ʔi a tˤ a f aː ʔi iː
إظماء	ʔi a ðˤ a m aː ʔ
إظهار	ʔi a ðˤ a h aː r
إعجاز	ʔi a ʕ a d͡ʒ aː z
إعدام	ʔi a ʕ a d aː m
إعراب	ʔi a ʕ a r aː b
إعزاز	ʔi a ʕ a z aː z
إعصار	ʔi a ʕ a sˤ aː r
إعطاء	ʔi a ʕ a tˤ aː ʔ
إعفاء	ʔi a ʕ a f aː ʔ
إعلاء	ʔi a ʕ a l aː ʔ
إعلام	ʔi a ʕ a l aː m
إعلامي	ʔi a ʕ a l aː m iː
إعلان	ʔi a ʕ a l aː n
إعماد	ʔi a ʕ a m aː d
إعياء	ʔi a ʕ iː aː ʔ
إغريقي	ʔi a ɣ a r iː q iː
إغليق	ʔi a ɣ a l iː q
إغماء	ʔi a ɣ a m aː ʔ
إغناطيوس	ʔi a ɣ a n aː tˤ iː uː s
إفادة	ʔi a f aː d a
إفراد	ʔi a f a r aː d
إفراز	ʔi a f a r aː z
إفراغ	ʔi a f a r aː ɣ
إفراغة	ʔi a f a r aː ɣ a
إفرنج	ʔi a f a r a n a d͡ʒ
إفرنج	ʔi a f a r a n a d͡ʒ
إفرنجي	ʔi a f a r a n a d͡ʒ iː
إفرند	ʔi a f a r a n a d
إفريقيا	ʔi a f a r iː q iː aː
إفريقية	ʔi a f a r iː q iː a
إفريقية	ʔi a f a r iː q iː a
إفريقية	ʔi a f a r iː q iː a
إفساد	ʔi a f a s aː d
إفطار	ʔi a f a tˤ aː r
إقالة	ʔi a q aː l a
إقامة	ʔi a q aː m a
إقبال	ʔi a q a b aː l
إقرار	ʔi a q a r aː r
إقليل	ʔi a q a l iː l
إقليم	ʔi a q a l iː m
إقليمي	ʔi a q a l iː m iː
إقليميا	ʔi a q a l iː m iː aː
إقليمية	ʔi a q a l iː m iː a
إقناع	ʔi a q a n aː ʕ
إقنيز	ʔi a q a n iː z
إكاف	ʔi a k aː f
إكتاب	ʔi a k a t aː b
إكرام	ʔi a k a r aː m
إكرامية	ʔi a k a r aː m iː a
إكسينون	ʔi a k a s iː n uː n
إكليل	ʔi a k a l iː l
إكليل	ʔi a k a l iː l
إكوادور	ʔi a k uː aː d uː r
إل	ʔi a l
إل	ʔi a l
إلاهة	ʔi a l aː h a
إلحاح	ʔi a l a ħ aː ħ
إلحاق	ʔi a l a ħ aː q
إلزام	ʔi a l a z aː m
إلزامي	ʔi a l a z aː m iː
إلغاء	ʔi a l a ɣ aː ʔ
إلف	ʔi a l a f
إلكترون	ʔi a l a k a t a r uː n
إلكترون	ʔi a l a k a t a r uː n
إلكتروني	ʔi a l a k a t a r uː n iː
إلكترونيات	ʔi a l a k a t a r uː n iː aː t
إله	ʔi a l a h
إلهام	ʔi a l a h aː m
إلهة	ʔi a l a h a
إلهي	ʔi a l a h iː
إلهيات	ʔi a l a h iː aː t
إلهين	ʔi a l a h iː n
إلوة	ʔi a l uː a
إلى	ʔi a l aː
إلى	ʔi a l aː
إلياس	ʔi a l iː aː s
إلية	ʔi a l iː a
إليصابات	ʔi a l iː sˤ aː b aː t
إما	ʔi a m aː
إماراتي	ʔi a m aː r aː t iː
إمالة	ʔi a m aː l a
إمامة	ʔi a m aː m a
إمبراطور	ʔi a m a b a r aː tˤ uː r
إمبراطور	ʔi a m a b a r aː tˤ uː r
إمبراطوري	ʔi a m a b a r aː tˤ uː r iː
إمبراطورية	ʔi a m a b a r aː tˤ uː r iː a
إمبراطورية	ʔi a m a b a r aː tˤ uː r iː a
إمبريالي	ʔi a m a b a r iː aː l iː
إمحاء	ʔi a m a ħ aː ʔ
إمداد	ʔi a m a d aː d
إمساكية	ʔi a m a s aː k iː a
إمضاء	ʔi a m a dˤ aː ʔ
إمكان	ʔi a m a k aː n
إمكانية	ʔi a m a k aː n iː a
إملاء	ʔi a m a l aː ʔ
إمناء	ʔi a m a n aː ʔ
إمهال	ʔi a m a h aː l
إن	ʔi a n
إن	ʔi a n
إناء	ʔi a n aː ʔ
إنابة	ʔi a n aː b a
إنبيق	ʔi a n a b iː q
إنتاج	ʔi a n a t aː d͡ʒ
إنترنت	ʔi a n a t a r a n a t
إنترنت	ʔi a n a t a r a n a t
إنجاز	ʔi a n a d͡ʒ aː z
إنجلترا	ʔi a n a d͡ʒ a l a t a r aː
إنجلترا	ʔi a n a d͡ʒ a l a t a r aː
إنجليزي	ʔi a n a d͡ʒ a l iː z iː
إنجليزي	ʔi a n a d͡ʒ a l iː z iː
إنجليزي	ʔi a n a d͡ʒ a l iː z iː
إنجيل	ʔi a n a d͡ʒ iː l
إندونيسي	ʔi a n a d uː n iː s iː
إندونيسيا	ʔi a n a d uː n iː s iː aː
إنذار	ʔi a n a ð aː r
إنزكان	ʔi a n a z a k aː n
إنس	ʔi a n a s
إنسان	ʔi a n a s aː n
إنسانة	ʔi a n a s aː n a
إنسانيات	ʔi a n a s aː n iː aː t
إنسانية	ʔi a n a s aː n iː a
إنشاء	ʔi a n a ʃ aː ʔ
إنصاف	ʔi a n a sˤ aː f
إنفاذ	ʔi a n a f aː ð
إنفاق	ʔi a n a f aː q
إنفحة	ʔi a n a f a ħ a
إنقاض	ʔi a n a q aː dˤ
إنكار	ʔi a n a k aː r
إنكشاري	ʔi a n a k a ʃ aː r iː
إنكلية	ʔi a n a k a l iː a
إنما	ʔi a n a m aː
إنموذج	ʔi a n a m uː ð a d͡ʒ
إنهاء	ʔi a n a h aː ʔ
إهاب	ʔi a h aː b
إهانة	ʔi a h aː n a
إهداء	ʔi a h a d aː ʔ
إهليجي	ʔi a h a l iː d͡ʒ iː
إهليلج	ʔi a h a l iː l a d͡ʒ
إهليلجي	ʔi a h a l iː l a d͡ʒ iː
إوز	ʔi uː z
إي	ʔi iː
إيا	ʔi iː aː
إياب	ʔi iː aː b
إيارج	ʔi iː aː r a d͡ʒ
إياك	ʔi iː aː k
إياك	ʔi iː aː k
إيالة	ʔi iː aː l a
إيانا	ʔi iː aː n aː
إياهما	ʔi iː aː h a m aː
إيثار	ʔi iː θ aː r
إيجاب	ʔi iː d͡ʒ aː b
إيجابي	ʔi iː d͡ʒ aː b iː
إيجابية	ʔi iː d͡ʒ aː b iː a
إيجاد	ʔi iː d͡ʒ aː d
إيجار	ʔi iː d͡ʒ aː r
إيجاز	ʔi iː d͡ʒ aː z
إيدز	ʔi iː d a z
إيذان	ʔi iː ð aː n
إيران	ʔi iː r aː n
إيريناوس	ʔi iː r iː n aː uː s
إيصاء	ʔi iː sˤ aː ʔ
إيضاح	ʔi iː dˤ aː ħ
إيطاليا	ʔi iː tˤ aː l iː aː
إيعاز	ʔi iː ʕ aː z
إيقاظ	ʔi iː q aː ðˤ
إيقاع	ʔi iː q aː ʕ
إيلاف	ʔi iː l aː f
إيلام	ʔi iː l aː m
إيلياء	ʔi iː l iː aː ʔ
إيمان	ʔi iː m aː n
إيموجي	ʔi iː m uː d͡ʒ iː
إيموجي	ʔi iː m uː d͡ʒ iː
إيموجي	ʔi iː m uː d͡ʒ iː
إيناس	ʔi iː n aː s
إيهام	ʔi iː h aː m
ئ	ʔi
ا	aː
ا	aː
ا	aː
ا	aː
ا	aː
ا	aː
ائتلاف	aː ʔi a t a l aː f
ائتلف	aː ʔi a t a l a f
ائتلق	aː ʔi a t a l a q
ائتمر	aː ʔi a t a m a r
ائتمن	aː ʔi a t a m a n
ائتنس	aː ʔi a t a n a s
ابتداء	aː b a t a d aː ʔ
ابتذل	aː b a t a ð a l
ابتزاز	aː b a t a z aː z
ابتسام	aː b a t a s aː m
ابتسامة	aː b a t a s aː m a
ابتسم	aː b a t a s a m
ابتعاد	aː b a t a ʕ aː d
ابتعد	aː b a t a ʕ a d
ابتغى	aː b a t a ɣ aː
ابتكار	aː b a t a k aː r
ابتل	aː b a t a l
ابتلاش	aː b a t a l aː ʃ
ابتلال	aː b a t a l aː l
ابتلى	aː b a t a l aː
ابتناء	aː b a t a n aː ʔ
ابتنى	aː b a t a n aː
ابتهاج	aː b a t a h aː d͡ʒ
ابتهال	aː b a t a h aː l
ابتهج	aː b a t a h a d͡ʒ
ابرغش	aː b a r a ɣ a ʃ
ابشاي	aː b a ʃ aː iː
ابن	aː b a n
ابن	aː b a n
ابنة	aː b a n a
ات	aː t
اتبع	aː t a b a ʕ
اتجاه	aː t a d͡ʒ aː h
اتجاهات	aː t a d͡ʒ aː h aː t
اتجه	aː t a d͡ʒ a h
اتحاد	aː t a ħ aː d
اتحادي	aː t a ħ aː d iː
اتحادية	aː t a ħ aː d iː a
اتحد	aː t a ħ a d
اتسام	aː t a s aː m
اتسر	aː t a s a r
اتسع	aː t a s a ʕ
اتسم	aː t a s a m
اتصاف	aː t a sˤ aː f
اتصال	aː t a sˤ aː l
اتصف	aː t a sˤ a f
اتصل	aː t a sˤ a l
اتضاع	aː t a dˤ aː ʕ
اتضح	aː t a dˤ a ħ
اتعاظ	aː t a ʕ aː ðˤ
اتعد	aː t a ʕ a d
اتفاق	aː t a f aː q
اتفاقي	aː t a f aː q iː
اتفاقية	aː t a f aː q iː a
اتقد	aː t a q a d
اتكأ	aː t a k a ʔa
اتهام	aː t a h aː m
اتهم	aː t a h a m
اثنان	aː θ a n aː n
اثنين	aː θ a n iː n
اجتاح	aː d͡ʒ a t aː ħ
اجتاز	aː d͡ʒ a t aː z
اجتذب	aː d͡ʒ a t a ð a b
اجتص	aː d͡ʒ a t a sˤ
اجتلى	aː d͡ʒ a t a l aː
اجتماع	aː d͡ʒ a t a m aː ʕ
اجتماعي	aː d͡ʒ a t a m aː ʕ iː
اجتمر	aː d͡ʒ a t a m a r
اجتنب	aː d͡ʒ a t a n a b
اجتنى	aː d͡ʒ a t a n aː
اجتياز	aː d͡ʒ a t iː aː z
اجرنثم	aː d͡ʒ a r a n a θ a m
احتاج	aː ħ a t aː d͡ʒ
